text,label
t h ê m   c á c   t i ế t   d ạ y   t h ự c _ h à n h   .,1
t ă n g   đ ộ   k h ó   l ê n   q u á   n h a n h   .,1
"t i ế t   h ọ c   t h i ế u   k h ô n g _ k h í   v u i _ t ư ơ i   ,   n h i ệ t _ t ì n h   t ừ   s i n h _ v i ê n   .",1
c h o   b à i _ t ậ p   c ụ _ t h ể   .,1
t ậ n _ t ì n h   v à   v u i _ v ẻ   h ư ớ n g _ d ẫ n   .,0
"t h ầ y   r ấ t   n h i ệ t _ t ì n h   ,   r ấ t   q u a n _ t â m   đ ế n   s i n h _ v i ê n   .",0
c h o   b à i _ t ậ p   n h i ề u   .,0
n ă n g _ n ổ   n h i ệ t _ t ì n h   d ễ   h i ể u   .,0
"r è n _ l u y ệ n   k i ế n _ t h ứ c   c h u y ê n _ m ô n   ,   t ậ n _ t â m   ,   n h i ệ t _ t ì n h   h ơ n   .",0
d ạ y   đ ầ y _ đ ủ   c h ư ơ n g _ t r ì n h   .,0
t ư ơ n g _ t á c   t ố t   v ớ i   s i n h _ v i ê n   ở   t r ê n   l ớ p   .,0
"t h ầ y   t ậ n _ t â m   ,   d ạ y   d ễ   h i ể u   .",0
t h ầ y   í t   c h o   b à i _ t ậ p   v ề   n h à   .,0
t h ầ y   t ậ n _ t â m   .,0
"g i ả n g _ v i ê n   n g h ỉ   d ạ y   q u á   n h i ề u   ,   m ỗ i   l ầ n   n g h ỉ   c h ỉ   b á o   t r ư ớ c   s ớ m   n h ấ t   1 h   ,   c ó _ k h i   c ò n   b á o   s a u   k h i   k ế t _ t h ú c   b u ổ i   h ọ c   ,   t r o n g   k h i   n h i ề u   b ạ n   đ ã   đ a n g   n g ồ i   t r ê n   x e   b u s   đ ế n   t r ư ờ n g   r ồ i   ,   l à m _ s a o   c ậ p _ n h ậ t   t h ô n g _ t i n   k ị p   .",0
t h ầ y   t ậ n _ t â m   v à   n h i ệ t _ t ì n h   .,0
"g i ả n g _ v i ê n   t ậ n _ t â m   ,   n h i ệ t _ t ì n h   ,   d ạ y   d ễ   h i ể u   .",0
t h ầ y   d ạ y   r ấ t   n h i ệ t _ t ì n h   v à   l u ô n   t ạ o   đ ư ợ c   c ả m _ h ứ n g   v à   s ự   y ê u   t h í c h   c h o   s i n h _ v i ê n   đ ố i _ v ớ i   m ô n _ h ọ c   c ũ n g   n h ư   c á c h   h ọ c   .,0
c ô   b i ế t   l ắ n g _ n g h e   s i n h _ v i ê n   n ó i   .,0
"c ô   h a y   đ ả o _ l ộ n   g i ữ a   s l i d e   t i ế n g   a n h   v à   t i ế n g   v i ệ t   l à m _ v i ệ c   t h e o _ d õ i   n ộ i _ d u n g   h ơ i   k h ó   ,   n g o à i _ r a   c á c h   c ô   d ạ y   k h ô n g   p h ả i   l à   k h ó   t i ế p _ t h u   m à   t ạ i   v ì   c ô   k h ô n g   t ạ o   đ ư ợ c   s ự   t h o ả i _ m á i   t r o n g   t i ế t   h ọ c   l à m   c h o   c h ú n g _ e m   k h ô n g   c ó   h ứ n g   h ọ c _ t ậ p   .",0
l ê n _ l ớ p   k h ô n g   đ ầ y _ đ ủ   .,0
"t h ầ y   d ạ y   t ậ n _ t â m   ,   t r u y ề n _ đ ạ t   t ố t   .",0
t h ầ y   g i ả n g   b à i   h a y   .,0
đ ủ   n h ữ n g   g ì   c ầ n   h ọ c   k h ô n g   d à i _ d ò n g   .,1
"g i ả n g _ v i ê n   t h ự c _ h à n h   q u á   k h ắ t _ k h e   t r o n g   v i ệ c   c h ấ m   v à   n ộ p   b à i   ,   x i n   c o i   c o d e   c ủ a   b ọ n   e m   k h i   b ọ n   e m   s a i   h a y   q u ê n   x o á   f i l e   .",0
g i ả n g   b à i   c ầ n   c h i _ t i ế t   v à   r õ _ r à n g   h ơ n   .,0
"g i ả n g _ d ạ y   q u a _ l o a   ,   m ơ _ h ồ   ,   p h ó _ t h á c   c h o   g o o g l e   ,   l u y ê n _ t h u y ê n   l a n _ m a n   n h i ề u   .",0
g i ả n g _ v i ê n   n ê n   t h ư ờ n g _ x u y ê n   c ậ p _ n h ậ t   v à   g i ớ i _ t h i ệ u   n h ữ n g   t h à n h _ t ự u   c ô n g _ n g h ệ   m ớ i   đ ế n   s i n h _ v i ê n   c ũ n g   n h ư   c h o _ p h é p   s i n h _ v i ê n   t h ử _ n g h i ệ m   t ạ i   l ớ p   n ế u   đ i ề u _ k i ệ n   c h o _ p h é p   .,0
"e m   b i ế t _ đ i ề u   n à y   r ấ t   t ế _ n h ị   v à   k h ó   c ả i _ t h i ệ n   ,   đ ó   l à   v i ệ c   n g h e   g i ả n g   c ủ a   e m   b ị   h ạ n _ c h ế   v ì   e m   k h ô n g   n g h e   đ ư ợ c   c h ấ t   g i ọ n g   f r a c t i o n   t i ế n g   c ủ a   g i ả n g _ v i ê n   n ê n   h a y   b ị   m ấ t   k ế t _ n ố i   k i ế n _ t h ứ c   g i ữ a _ c h ừ n g   t r o n g   k h i   n g h e   g i ả n g   .",0
"g i ả n g _ v i ê n   k h ô n g   c h u ẩ n _ b ị   b à i   g i ả n g   t r ư ớ c   k h i   đ ế n   l ớ p   ,   n ó i   q u a _ l o a   .",0
t h ầ y   đ ọ c   s l i d e   n h i ề u   h ơ n   l à   g i ả n g   .,0
"p h ò n g   m á y   c h ấ t _ l ư ợ n g   k é m   ,   r ấ t   c h ậ m   ,   l i ê n _ t ụ c   m ấ t   đ i ệ n   t r o n g   q u á _ t r ì n h   t h ự c _ h à n h   .",2
"c ô   g i ả n g   b à i   d ễ   h i ể u   ,   t h o ả i _ m á i   ,   v u i _ t í n h   ,   c u t e   ,   p h ư ơ n g _ p h á p   h ọ c   n h i ề u   k i ể u   c h o   m ỗ i   đ ứ a   .",0
g i ả n g _ v i ê n   d ạ y   c ó   p h ầ n   h ơ i   n h a n h   .,0
g i á o _ v i ê n   x i n h   q u á   .,0
"p h ư ơ n g _ p h á p   g i ả n g _ d ạ y   c h ư a   đ ư ợ c   t ố t   ,   c ầ n   p h ả i   c ụ _ t h ể   h ơ n   đ ể   c h o   s i n h _ v i ê n   d ễ   h i ể u   h ơ n _ n ữ a   .",0
"g i ả n g _ v i ê n   g i ả n g   r ấ t   h a y   ,   b á m   s á t   t h ự c _ t ế   ,   p h ầ n   k i ế n _ t h ứ c   h ọ c   đ ư ợ c   c ó _ t h ể   á p _ d ụ n g   đ ư ợ c   t r o n g   n h i ề u   l ĩ n h _ v ự c   ,   k h ô n g   r i ê n g   g ì   c ô n g _ n g h ệ _ t h ô n g _ t i n   .",0
"c ô   k h ô n g   g â y   đ ư ợ c   h ứ n g _ t h ú   h ọ c   c h o   s i n h _ v i ê n   ,   đ ặ c _ b i ệ t   l à   đ ố i _ v ớ i   m ô n   k h ó   t h ế _ n à y   .",0
"c h ư a   c ó   t r ì n h _ đ ộ   s ư _ p h ạ m   c a o   ,   n ê n   v i ệ c   g i ả n g _ g i ả i   v ấ n _ đ ề   c ó   n h i ề u   l ú c   c h ư a   r õ   .",0
"m à   c h ủ _ y ế u   t ậ p _ t r u n g   v à o   p h ầ n   q u ả n _ l ý   t h a o _ t á c   đ ã   đ ư ợ c   h ọ c   t r o n g   m ô n   h ệ   q u ả n _ t r ị   c ơ   s ỡ   d ữ _ l i ệ u   t r o n g   k h i   đ ó   t h e o   đ ề _ c ư ơ n g   m ô n _ h ọ c   c h ỉ   d ạ y   m ộ t   b u ổ i   ,   m à   g i ả n g _ v i ê n   d ạ y   n h i ề u   b u ổ i   .",1
t h ầ y   g i ả n g   b à i   đ ầ y _ đ ủ   .,0
t h ư ờ n g _ x u y ê n   m ờ i   c á c   b ạ n   l ê n   g i ả i   b à i _ t ậ p   v à   g i ả n g _ g i ả i   l ạ i   !,0
"s ử _ d ụ n g   d ụ n g _ c ụ   d ạ y _ h ọ c   c ó   c h ấ t _ l ư ợ n g   t ố t   ,   v í _ d ụ   n h ư   m á y   n g h e   t i ế n g   a n h   c h ấ t _ l ư ợ n g   t ố t   .",2
"n ế u _ n h ư   m ộ t   n g ư ờ i   k h ô n g   x e m   b à i   ""   k ỹ   ""   t r ư ớ c   ở   n h à   .",3
"g i á o _ v i ê n   c ó   m ờ i   c á c   c ô n g _ t y   v ề   t r ì n h _ b à y   ,   g i ú p   s i n h _ v i ê n   c ậ p _ n h ậ t   k i ế n _ t h ứ c   t h ự c _ t i ễ n   .",0
"n h à _ t r ư ờ n g   n ê n   đ ư a   m ô n _ h ọ c   n à y   v à o   t h ờ i _ k h o á _ b i ể u   b ắ t _ b u ộ c   ở   h ọ c _ k ỳ   1   c ủ a   c á c   s i n h _ v i ê n   n ă m   n h ấ t   n h ằ m   g i ú p   c á c   e m   n ắ m   b i ế t   đ ư ợ c   m ì n h   n ê n   h ọ c   g ì   ,   m ì n h   c ó   n ê n   c h u y ể n _ đ ổ i   n g à n h   h a y   k h ô n g   .",1
n â n g   c a o   c h ấ t _ l ư ợ n g   c ơ _ s ở   v ậ t _ c h ấ t   c ủ a   t r ư ờ n g   .,2
d ạ y   k h ó   h i ể u   .,0
"t h ầ y   d ạ y   k h ô n g   c ó   h ứ n g   ,   t h ầ y   c h ỉ   đ ọ c   n h ữ n g   g ì   t r ê n   s l i d e   v à   k ê u   s i n h _ v i ê n   c h é p   v à o   t ậ p   .",0
"t h i ế u   l ô i _ c u ố n   ,   c ò n   n ó i   d ự a   v à o   s l i d e   n h i ề u   .",0
g i ả n g _ v i ê n   c ầ n   d o u b l e d o t   c h o   b à i _ t ậ p   t h ê m   v ề   n g ữ _ p h á p   .,0
c ô   g i ả n g   n h i ệ t _ t ì n h   .,0
"c ô   g i ả n g   l ý _ t h u y ế t   q u á   n h a n h   l à m   e m   v à   n h i ề u   b ạ n   k h á c   k h ô n g   n ắ m   k ị p   ,   c h ủ _ y ế u   l à   v ề   x e m _ l ạ i   t à i _ l i ệ u   m ớ i   h i ể u   đ ư ợ c   c ơ _ b ả n   ,   c ò n   ở   t r ê n   l ớ p   t h ì   c h ỉ   s ơ _ s ơ   .",0
g i ả n g   b à i   d ễ   h i ể u   c h u y ê n _ s â u   .,0
p h ò n g   t h ự c _ h à n h   v ề   m ạ n g   c ầ n   c ó   n h i ề u   t r a n g _ t h i ế t _ b ị   v ề   m ạ n g   h ơ n   đ ể   s i n h _ v i ê n   c ó _ t h ể   t h ự c _ h à n h   t r ê n   m á y _ m ó c   c h ứ   k h ô n g   p h ả i   h ọ c   t h ô n g _ q u a   c á c   p h ầ n _ m ề m   .,2
"n h i ệ t _ t ì n h   ,   d ễ   g ầ n   ,   h ì n h _ t h ứ c   g i ả n g _ d ạ y   d ễ   h i ể u   .",0
t h ô n g _ b á o   v ớ i   s i n h _ v i ê n   đ i   n ộ p   n g à y   2 7   n h ư n g   c ô n g _ t y   k h ô n g   l à m _ v i ệ c   .,1
đ ả m _ b ả o   đ ú n g   t h ờ i _ g i a n   l ê n _ l ớ p   .,1
"c ô   r ấ t   n h i ệ t _ t ì n h   ,   v u i _ t í n h   ,   k h ả _ n ă n g   t r u y ề n _ đ ạ t   t ố t   ,   l u ô n   t ạ o   c ả m _ g i á c   t h o ả i _ m á i   t r o n g   g i ờ   h ọ c   ,   k h á   v u i _ t í n h   ,   h o à _ đ ồ n g   ,   c u n g _ c ấ p   n h ữ n g   k i ế n _ t h ứ c   r ấ t   b ổ _ í c h   .",0
"v ừ a   đ ọ c   s l i d e   v ừ a   g i ả n g   ,   d ễ   g â y   b u ồ n _ n g ủ   v à   h ơ i   k h ó   h i ể u   .",1
"t h ầ y   r ấ t   n h i ệ t _ t ì n h   v ớ i   l ớ p   ,   g i ả i _ đ á p   m ọ i   t h ắ c _ m ắ c   c ủ a   h ọ c _ s i n h   .",0
e m   c ó   ý _ k i ế n   r i ê n g   l à   t h ầ y   w z j w z 2 8   n ê n   g i ớ i _ t h i ệ u   v ề   c á c   p h ư ơ n g _ p h á p   x ử _ l ý   t r o n g   q u á _ t r ì n h   p h á t _ t r i ể n   g a m e   .,0
p h ư ơ n g _ p h á p   l à m   b à i _ t ậ p   .,1
"c ó _ t h ể   p h ầ n   t h ự c _ h à n h   s i n h _ v i ê n   s ẽ   c ó   h a i   s ự   l ự a _ c h ọ n   d o u b l e d o t   t ự   x â y _ d ự n g   m ộ t   c h ư ơ n g _ t r ì n h   p h â n _ l o ạ i   v ă n _ b ả n   ,   n h ư _ v ậ y   c h ư ơ n g _ t r ì n h   s ẽ   c ó _ t h ể   k h ô n g   x ử _ l ý   đ ư ợ c   n h ữ n g   đ o ạ n   v ă n _ b ả n   p h ứ c _ t ạ p   h o ặ c   l ớ n   t h ế   n ê n   c á c h   c h ấ m   đ i ể m   s ẽ   c ó   p h ầ n   n ư ơ n g _ t a y   đ ố i _ v ớ i   p h ầ n   á p _ d ụ n g   n à y   .",1
c ầ n   c u n g _ c ấ p   t à i _ l i ệ u   b à i   g i ả n g   đ ầ y _ đ ủ   n g a y   t ừ   n h ữ n g   n g à y   đ ầ u   b ắ t   đ à u   h ọ c   .,1
k h ô n g   s ử a   b à i   c h i _ t i ế t   v ì   n g h ĩ   n ó   d ễ   s o   v ớ i   h ọ c _ s i n h   .,0
l à m   b à i _ t ậ p   n h i ề u   .,1
c á c h   t r u y ề n _ đ ạ t   k i ế n _ t h ứ c   c h o   s i n h _ v i ê n   .,0
d ạ y   n h i ệ t _ t ì n h   g i ú p _ đ ỡ   s i n h _ v i ê n   n h i ệ t _ t ì n h   t r o n g   g i ờ   h ọ c   v à   c h ỉ   b à i   t ậ n _ t ì n h   .,0
"h i _ v ọ n g   t h ầ y   c ó _ t h ể   d ạ y   c h o   c h ú n g _ e m   v ề   c   k ỹ _ c à n g   h ơ n   ,   t h a y _ v ì   d ạ y   v ề   c   ,   đ ể   c h ú n g _ e m   c ó _ t h ể   h i ể u   đ ư ợ c   b ả n _ c h ấ t   c ủ a   l ậ p _ t r ì n h   ,   g i ú p   c h o   c h ú n g _ e m   đ i   l ê n   t ừ   n ề n _ t ả n g   v ữ n g _ c h ắ c   .",0
c ầ n   b ổ _ s u n g   p h ầ n   k i ế n _ t h ứ c   p a t t e r n   s e v e r s i d e   .,1
"t h ầ y   w z j w z 2 2 2   v u i _ v ẻ   ,   g i ả n g   k h ô n g   b u ồ n _ n g ủ   ,   g i ả i _ đ á p   t h ắ c _ m ắ c   đ ầ y _ đ ủ   ,   d ễ   h i ể u   .",0
t à i _ l i ệ u   t i ế n g   a n h   n ê n   g â y   m ộ t _ c h ú t   k h ó _ k h ă n   c h o   s i n h _ v i ê n   .,1
g i ả n g _ d ạ y   k h ô n g   h i ệ u _ q u ả   .,0
"t h ầ y   d ạ y   n h i ê t   t ì n h   ,   k ỹ _ c à n g   !",0
"p h ư ơ n g _ p h á p   t r u y ề n _ đ ạ t   k h ó   t i ế p _ t h u   ,   l ư ợ n g   k i ế n _ t h ứ c   n h i ề u   n h ư n g   k h ô n g   t ậ p _ t r u n g   .",0
c ầ n   n â n g   c a o   c ô n g _ t á c   g i ả n g _ d ạ y   h ơ n _ n ữ a   .,1
t h ầ y   r ấ t   n h i ệ t _ t ì n h   v à   t â n _ t â m   v ớ i   s i n h _ v i ê n   .,0
n g h ỉ   l ễ   n h i ề u   n h ư n g   c h ư a   c ó   đ ư ợ c   b ù   .,0
"c ô   r ấ t   t h ư ơ n g   s i n h _ v i ê n   ,   h ầ u _ n h ư   t ấ t _ c ả   s i n h _ v i ê n   t r o n g   l ớ p   c ô   đ ề u   c ó _ t h ể   đ á n h _ g i á   đ ư ợ c   n ă n g _ l ự c   c ủ a   t ừ n g   b ạ n   .",0
"t h ầ y   t ậ n _ t â m   ,   c ó   h a i   t ớ i   l ớ p   s i n h _ v i ê n   t h ầ y   v ẫ n   d ạ y   .",0
t ạ o   đ i ề u _ k i ệ n   c h o   s i n h _ v i ê n   .,0
i   l o v e   t h ầ y   !,3
c h ú c   t h ầ y   t h à n h _ c ô n g   .,0
t h ầ y   c h o   n g h ỉ   h ơ i   n h i ề u   .,0
"t h i ế t _ b ị   v ề   m á y _ c h i ế u   c h ư a   đ ư ợ c   t ố t   ,   m o n g   n h à _ t r ư ờ n g   t ạ o   đ i ề u _ k i ệ n   .",2
"o d o o   c ò n   q u á   r ộ n g   ,   k h ó   s ử _ d ụ n g   ,   c h ư a   h i ể u   h ế t   đ ư ợ c   c á c   c h ứ c _ n ă n g   c ầ n   d ù n g   c h o   đ ồ _ á n   n h ư   p o s   .",0
p h ù _ h ợ p   v ớ i   t h ự c _ t i ễ n   .,3
n h i ệ t _ t ì n h   g i ả n g _ d ạ y   t h ê m   g i ờ   .,0
g i ả n g _ v i ê n   n ê n   l u y ệ n _ t ậ p   k h ả _ n ă n g   n ó i   l ư u _ l o á t   v à   d ễ   h i ể u   h ơ n   c h o   s i n h _ v i ê n   !,0
c ô   t r ả _ l ờ i   c á c   c â u   h ỏ i   c ủ a   s i n h _ v i ê n   k h á   c h i _ t i ế t   !,0
"t h ầ y   r ấ t   t ậ n _ t â m   ,   q u a n _ t â m   t ớ i   s i n h _ v i ê n   .",0
g ầ n _ g ũ i   v à   g i ả n g   d ễ   h i ể u   .,0
"c ô   d ạ y   q u á   n h a n h   ,   s i n h _ v i ê n   c h ư a   k ị p   h i ể u   c h o   v í _ d ụ   í t   ,   b à i _ t ậ p   í t   ,   l à m   b à i _ t ậ p   l ư ớ t   n h a n h   k h i   s i n h _ v i ê n   c h ư a   h i ể u   k ị p   c ô   p h á t _ â m   k h ô n g   c h u ẩ n   .",0
t h ờ i _ g i a n   l à m   b à i _ t ậ p   n ê n   k é o _ d à i   h ơ n   m ộ t _ c h ú t   .,1
c ô   d ạ y   h ơ i   c h á n   .,0
m ô n   t h ự c _ h à n h   n à y   c h ư a   c ó   t à i _ l i ệ u   h ư ớ n g _ d ẫ n   .,1
"t h ư a   ,   e m   t h ự c _ s ự   r ấ t   h à i _ l ò n g   v ề   m ứ c _ đ ộ   b à i   g i ả n g   .",0
"g i ả n g _ v i ê n   n h i ệ t _ t ì n h   ,   v u i _ t í n h   .",0
c h é p   p h ạ t   .,0
k h ô n g   n ắ m _ b ắ t   đ ư ợ c   k i ế n _ t h ứ c   m ô n _ h ọ c   .,0
"t h ầ y   d ạ y   d ễ   h i ể u   ,   n h i ệ t _ t ì n h   v ớ i   s i n h _ v i ê n   .",0
đ ô i _ k h i   n ó i   q u á _ l ờ i   v ớ i   s i n h _ v i ê n   .,0
g i ả n g _ v i ê n   t r u y ề n _ đ ạ t   h ơ i   k h ó   h i ể u   .,0
"t i ế n g   a n h   k h ô n g   p h ả i   l à   m ô n   d ạ y   l ý _ t h u y ế t   ,   n g ữ _ p h á p   ,   n ê n   e m   n g h ĩ   c ô   n ê n   t h a y _ đ ổ i   c á c h   d ạ y   .",0
c h u y ê n _ n g h i ệ p   .,0
b ổ _ s u n g   t h ê m   c á c   t r a n g _ t h i ế t _ b ị   đ ể   đ á p _ ứ n g   n h u _ c ầ u _ m ô n _ h ọ c   v à   c ả i _ t h i ệ n   p h ò n g   l a b   r ộ n g _ r ã i   h ơ n   .,2
t u y _ n h i ê n   v ẫ n   c ò n   m ộ t _ v à i   c h ỗ   h ơ i   k h ó   t i ế p _ t h u   .,1
c ô   r ấ t   v u i _ t í n h   v à   q u a n _ t â m   n h i ề u   đ ế n   s i n h _ v i ê n   .,0
t h ầ y   n ê n   h ư ớ n g _ d ẫ n   s i n h _ v i ê n   t h ự c _ h à n h   t h a y _ v ì   n g ồ i   i m   n h ư   g i á m _ t h ị   g á c   t h i   t h ự c _ h à n h   .,0
h ơ i   c ứ n g _ n h ắ c   t r o n g   v ấ n _ đ ề   n à y   .,3
"k í n h   m o n g   n h à _ t r ư ờ n g   c ó _ t h ể   t ă n g   t h ờ i   l ư ơ n g   m ô n _ h ọ c   l ê n   1   -   2   t i ế t   v ì   đ â y   l à   m ộ t   m ô n   k h á   k h ó   ,   s i n h _ v i ê n   c ầ n   n h i ề u   t h ờ i _ g i a n   h ơ n   đ ể   n ắ m _ b ắ t   k i ế n _ t h ứ c   v à   l u y ệ n _ t ậ p   v ậ n _ d ụ n g   k i ế n _ t h ứ c   .",1
p h o n g _ c á c h   g i ả n g   b à i   c ủ a   c ô   t ạ o   s ự   c u ố n _ h ú t   n g ư ờ i   n g h e   c ả m _ g i á c   t h o ả i _ m á i   .,0
g i á o _ t r ì n h   c ầ n   t h a y _ đ ổ i   t h e o   h ư ớ n g   m ớ i _ l ạ   h ơ n   .,0
"m ô n   n h ậ p _ m ô n   c ô n g _ n g h ệ _ p h ầ n _ m ề m   t r ư ớ c _ đ â y   t h ầ y   t h ư ờ n g   b ắ t   s e m i n a r   c h o   h ế t   g i ờ   ,   x o n g   r ồ i   c ó   n h ữ n g   c â u   n ó i   g â y   m ấ t   t h i ệ n _ c ả m   ,   t h i ế u   t r á c h _ n h i ệ m   d o u b l e d o t   ""   t u ầ n   s a u   t h i   g i ữ a   k ỳ   h a   ,   n ộ i _ d u n g   l à   p h ầ n   n à y   h a   ,   m ấ y   e m   x e m _ l ạ i   b à i   h a   ,   k h ô n g   h i ể u   t h ì   h ỏ i   b ạ n   h a   ,   c h ú n g _ t a   k ế t _ t h ú c   ở   đ â y   h a   ""   .",0
g i á o _ v i ê n   l u ô n   d ạ y   q u á   t h ờ i _ g i a n   q u y _ đ ị n h   t r o n g   k h i   c h ỉ   c ó   3   t i ế t   m à   t h ầ y   d ạ y   g ầ n   h ế t   5   t i ế t   m ớ i   c h o   n g h ỉ   .,0
m o n g   n h à _ t r ư ờ n g   x e m _ x é t   l ạ i   đ ể   c ó   s ự   n h ấ t _ q u á n   t r o n g   c ô n g _ t á c   d ạ y   v à   c h ấ m   t h i   .,1
"t h ầ y   r a   h i ề n   ,   c h ă m _ l o   s i n h _ v i ê n   .",0
c h o   b à i _ t ậ p   n h i ề u   h ơ n _ n ữ a   .,0
c ô   đ ẹ p   q u á   l à m   e m   k h ô n g   c h ú _ t â m   h ọ c   đ ư ợ c   c o l o n s m i l e s m i l e   .,0
t h ầ y   r ấ t   h i ề n   .,0
b à i _ t ậ p   t h ự c _ h à n h   m a n g   t í n h   v ậ n   d u n g   c a o   n h ữ n g   k i ế n _ t h ứ c   đ ã   h ọ c   v à   s ự   h ư ớ n g _ d ẫ n   t ậ n _ t ì n h   c ủ a   g i à n g   v i ê n   .,1
c h ư a   t ậ n _ d ụ n g   h ế t   t h ờ i _ g i a n   m ô n _ h ọ c   đ ể   t r u y ề n _ đ ạ t   c h o   s i n h _ v i ê n   c ò n   y ế u   .,0
q u a n _ t â m   .,0
"n h i ệ t _ t ì n h   ,   t ậ n _ t â m   ,   t r u y ề n _ đ ạ t   v à   c á c   v í _ d ụ   d ễ   h i ể u   .",0
k i ế n _ t h ứ c   .,1
"t h a y   h ì n h _ t h ứ c   t h i   g i ữ a   k ỳ   t ự   l u ậ n   b ằ n g   t h i _ t r ắ c _ n g h i ệ m   ,   m ở   l ớ p   đ ă n g _ k ý   t h ự c _ h à n h   s ớ m   đ ể   s i n h _ v i ê n   k h ô n g   b ị   đ ă n g _ k ý   t r ù n g   l ị c h   .",1
g i ả n g _ v i ê n   g i ả i   đ ề   c á c   n ă m   t r ư ớ c   .,0
t h ầ y   n h i ệ t _ t ì n h   h ư ớ n g _ d ẫ n   c á c h   d ạ y   h ợ p   d ễ   h i ể u   .,0
"n ộ i _ d u n g   t r u y ề n _ đ ạ t   c ủ a   g i ả n g _ v i ê n   h ơ i   d à i _ d ò n g   ,   l a n _ m a n   .",0
"c ó   n h ữ n g   k h o ả n g   t h ờ i _ g i a n   t r ố n g   t r o n g   g i ờ   h ọ c   ,   l à m   k é o _ d à i   b u ổ i   h ọ c   .",0
"n ê n   c ó   c á c   b u ổ i   r a   n g o à i   t i ế p _ x ú c   v í _ d ụ   n h ư   q u ậ n   1   c ó   c á c   n g ư ờ i   n ư ớ c _ n g o à i   ,   t r u n g _ t â m   v ă n _ h o á   t h a n h _ n i ê n   c ó   c â u _ l ạ c _ b ộ   t i ế n g   a n h   .",1
c ó _ l ẽ   p h ả i   n â n g _ c ấ p   t r a n g _ t h i ế t _ b ị   .,2
t h ầ y   c ầ n   t ậ n _ d ụ n g   t h ờ i _ g i a n   l ê n _ l ớ p   đ ể   đ ỡ   l ã n g _ p h í   .,0
"c á c h   đ á n h _ g i á   q u á _ t r ì n h   h ọ c _ t ậ p   h ợ p _ l ý   ,   l ắ n g _ n g h e   ý _ k i ế n   c ủ a   s i n h _ v i ê n   .",0
"t h ầ y   d ạ y   r ấ t   k ỹ   ,   c h ú _ t r ọ n g   t ừ n g   c h i _ t i ế t   .",0
"n ó i _ c h u n g   l à   t h u a   ,   f e e d   m ô n   ,   r á n g   q u a   5   đ i ể m   c h o   k h o ẻ   .",3
"p h ư ơ n g _ p h á p   h ọ c   m ô n   a n h   v ă n   t r ê n   t r ư ờ n g   t ố t   v ớ i   m ọ i   n g ư ờ i   ,   n h ư n g   n ó   x u n g _ k h ắ c   v ớ i   p h ư ơ n g _ p h á p   e m   đ a n g   t ự   h ọ c   ,   n ế u   d u y _ t r ì   l â u   e m   c ó   b i ế n _ c ố   .",1
c á c h   g i ả n g   b à i   h a y   .,0
"n â n g   c a o   c h ấ t _ l ư ợ n g   â m _ t h a n h   v à   c á c   t r a n g _ t h i ế t _ b ị   c ầ n _ t h i ế t   d o u b l e d o t   l o a   ,   m i c r o   .",2
"l u ô n   g i ả i _ đ á p   t h ắ c _ m ắ c   c ủ a   s i n h _ v i ê n   ,   d ạ y   d ễ   h i ể u   .",0
"g i á o _ v i ê n   n h i ệ t _ t ì n h   ,   g i ả n g _ d ạ y   t ố t   g i ú p   t r u y ề n _ đ ạ t   k i ế n _ t h ứ c   t ớ i   s i n h _ v i ê n   .",0
g i ả n g _ v i ê n   g i ả n g _ d ạ y   n h i ệ t _ t ì n h   !,0
g i á o _ t r ì n h   t ố t   .,0
t h ầ y   d ạ y   c ả   b à i _ h ọ c   l ẫ n   c á c h   h ọ c   s a o   c h o   h i ệ u _ q u ả   .,0
n h ư n g   t r o n g   k h i   đ ó   t ụ i   e m   k h ô n g   h i ể u   m ộ t _ c h ú t   g ì   v ề   m ô n _ h ọ c   m à   g i ả n g _ v i ê n   đ a n g   g i ả n g _ d ạ y   t h ì   c h é p   v à o   đ ể   l à m   g ì   .,1
"g i ả n g _ d ạ y   n h i ệ t _ t ì n h   ,   h i ệ u _ q u ả   .",0
"g i ả n g _ v i ê n   h i ề n _ l à n h   ,   n h i ệ t _ t ì n h   g i ú p _ đ ỡ   k h á   n h i ề u   c h o   s i n h _ v i ê n   k h i   s i n h _ v i ê n   k h ô n g   h i ể u   b à i   .",0
g i á o _ v i ê n   n ó i   t i ế n g   h ơ i   k h ó   n g h e   .,0
"l u ô n   g ầ n _ g ũ i   ,   t h a m _ k h ả o   ý _ k i ế n   s i n h _ v i ê n   v à   t h ố n g _ n h ấ t   c ũ n g   s i n h _ v i ê n   .",0
c ầ n   t ă n g   s ố   b u ổ i   t h ự c _ h à n h   l ê n   v ì   q u á   í t   .,1
"g i ả n g _ v i ê n   g i ả n g _ d ạ y   n h i ệ t _ t ì n h   ,   c ó   n h i ề u   b à i _ t ậ p   h a y   .",0
"c ầ n   c ó   t à i _ l i ệ u   b ằ n g   h ì n h _ ả n h   ,   v i d e o   t r ự c _ q u a n   s i n h _ đ ộ n g   h ơ n   ,   d ễ   n ắ m _ b ắ t   b à i _ h ọ c   n h a n h _ c h ó n g   h ơ n   .",1
"c ầ n   đ i _ s â u   v à o   t h ự c _ t ế   ,   k h i   d ạ y   c ò n   c h u n g _ c h u n g   k h ó   h i ể u   đ ư ợ c   .",1
